Date,Z_Score_BIAS,K,D,KD_Passivation_Days,Feature_Range,Feature_Slope,Feature_STD,Feature_SUM_ABS_X,Chip_Concentration_15,Foreign_Net_Ratio,Retail_Margin_Panic,Big_Player_Force,foreign_net_buy,invest_net_buy,dealer_net_buy,margin_balance_chg,major_chip_ratio,atr_14,Target_Label
2023-05-11,-0.2662538526730438,74.48460582141485,66.33374615365395,0,15.620970557575049,3.4713134765625,2.822114595361247,20.394042968750227,-2.4575703549130258e-05,0.0006596196269657138,-0.017522996747228146,0.0005334810552689389,1328.6942416643542,-170.35863958397871,-83.72657409627284,6222.0,-2.8158062068806228e-05,9.231134973020968,0
2023-05-12,-0.43860830531025063,71.8786403921057,68.18204423313787,0,15.620970557575049,3.905242919921932,2.614316281005207,17.356597900390796,7.046204404481928e-05,-0.00032304275638288704,0.7820450637153313,-0.0001386193513906174,-668.8083402497464,299.95614028072134,81.86301201097419,-6343.0,7.242115173935959e-05,9.191647013536437,0
2023-05-15,-0.40963428474439306,64.58570259071365,66.98326368566313,0,14.319209720412061,-0.433929443359375,2.6286817079773286,15.620971679687614,-0.0007379055907768011,-0.0009240769406454097,-0.7425594744351173,-0.0012251275725972772,-1119.2835739720492,-253.0190685911301,-111.62700410740992,7581.0,-0.0004317090223347114,8.93802261412048,0
2023-05-16,0.07617640913856437,70.83494279366298,68.26715672166307,0,11.715755040956367,0.86785888671875,2.4159511173221184,16.922760009765682,-6.100631166337399e-06,0.0002877960445107958,-0.27298226565327544,0.00043214282249677983,464.0086700319994,293.54969713024,-60.82184087866364,1779.0,-8.120523856656549e-06,8.764505200395861,0
2023-05-17,0.18909041556692224,73.71900888215073,70.08444077515895,0,13.451357186961843,4.773040771484375,2.596254863145767,13.88531494140625,0.00014909883590231434,-5.418528978826713e-05,-0.27417719437669563,-7.168563124412892e-05,-101.23253461156668,-123.68820585042975,90.99291292005267,-6025.0,0.00017277133465767064,8.479402952776752,0
2023-05-18,0.1835504670335528,73.31268846231094,71.16052333754294,0,13.885338181079533,4.77313232421875,2.6500935876832763,10.84783935546875,0.00044523054334864127,-0.00021904162201436713,0.6068992784422259,-0.00019768224322852315,-412.73969027842793,-87.04123957188114,127.28867429928935,-1894.0,0.00044905116421899133,8.307647193284017,0
2023-05-19,0.402581069946669,77.20836344018561,73.17647003842383,0,12.583617615814887,1.735626220703125,2.6500900899150026,9.546051025390625,-0.00010847005028793344,0.0004260234344358429,1.1267675852066714,0.0004752587870127744,625.013868379612,19.688908998004056,52.54368594338104,-368.0,-8.445326011959027e-05,7.993189698807417,0
2023-05-22,0.35722642224269213,77.94276639828293,74.7652354917102,0,7.376586755400069,0.86785888671875,0.8997688873897324,9.112091064453125,-0.0002627263217380738,0.0002990236307326271,0.4664571877454831,0.00021323382126876768,346.2804282627193,-90.73090991330228,-8.616863668797066,-707.0,-0.00020738142595849314,7.639205492626625,0
2023-05-23,0.19439278881105956,72.79509880366204,74.10852326236082,0,6.0748223198784785,-0.4339599609375,1.1062624624088804,6.07464599609375,-9.917077863907561e-05,-9.099979455911821e-05,-0.4846315974356723,-6.148139573447171e-05,-138.447178442037,236.39595099191504,-191.48662950169904,4754.0,-0.0001302881702331344,7.372493842304316,0
2023-05-24,0.056375454268651905,67.2800729792885,71.83237316800339,0,11.281822888227282,-3.471282958984375,1.4714655930200797,6.508575439453125,0.00040123359769306374,-0.00040877448743533053,-0.7275992815805229,-0.00011253221932847099,-568.1826392025366,412.6687903965551,-0.9021099651359776,3245.0,0.0003665707192587865,7.279803005601145,1
2023-05-25,-0.11709275814672856,58.64652020204291,67.43708884601656,0,9.980020778344397,-4.339141845703125,2.0213077794434677,6.94256591796875,0.0001485671580194022,0.00040656003587974995,0.05880358111774281,0.0004019868891071278,723.4743969680868,-81.48643151062757,73.34850768245278,-8577.0,0.0001902028933296514,7.16273893969795,1
2023-05-26,0.48467794117707497,70.05005663134607,68.30807810779307,0,12.149620650321651,5.207000732421875,2.89457321640043,12.14959716796875,-6.496058630104665e-05,0.00023249977809685322,0.40639199075856763,0.0002135395256827029,590.1207067751966,-36.44756783292536,-11.676510593564718,1814.0,-9.265519335382561e-05,7.239999591648014,0
2023-05-29,1.1009634295456885,73.36669828164082,69.99428483240898,0,23.865349018894847,13.885284423828068,6.242957064400736,19.526184082031193,0.00010385972067017203,4.0915137719755024e-05,1.2376937720968182,5.113064939858173e-05,140.49448173237025,17.33583854322032,17.742205890558182,-822.0,0.00014050898233074644,7.621682480750847,0
2023-05-30,0.29327843340090676,63.45661557177983,67.8150617455326,0,23.865349018894847,6.508758544921875,6.012507277937621,26.03488159179676,5.2537193404897385e-05,0.00046262475126634625,-0.32075196735645584,0.0005190917730318409,1307.9821976285996,158.21135269852755,1.4382532082079216,1209.0,4.325781587698423e-05,7.8211323835394735,0
2023-05-31,0.5859658750046078,61.69832199789313,65.77614849631945,0,20.394032288107155,2.603485107421875,5.522839709251286,28.638366699218636,0.0002057885876664883,-0.0001556829025941083,-0.8378321604873438,-0.0001531709477599583,-442.0508597956915,19.303144208828705,-12.170621782143373,7590.0,0.0002066710460754508,7.820368726281069,0
2023-06-01,0.45782908832548147,58.70792839812549,63.4200751302548,0,19.52621340320377,-6.508758544921818,3.416650488544347,28.638366699218636,-0.00020569084488918546,-0.0005861283183027001,-0.663876772082879,-0.00029520961560228914,-715.3151025548433,327.45148221051915,27.58773899598127,-682.0,-8.84073418014652e-05,7.633698796145832,0
2023-06-02,0.9502075292442065,64.5931191204857,63.811089793665104,0,15.187021410615444,7.8104248046875,3.7124414876526606,26.902709960937386,-2.836097106318045e-05,-9.559163462226143e-05,-0.12621764905591393,2.528606340007481e-05,-215.14484192874664,279.3247833123855,-7.269458215246058,-5297.0,-5.230310322612382e-05,7.5223499863738255,0
2023-06-05,0.8681841859368157,67.91058468189323,65.17758808974115,0,11.715715091119137,3.9052734375,3.3694807894677883,19.526092529296818,-5.7407546136901356e-05,0.00010318479734992272,0.2144895903290799,8.957998634402397e-05,172.6483901867013,-187.09247071902,164.32895536319424,3424.0,-4.26780679879106e-05,7.325973164982419,0
2023-06-06,1.2386954871767362,76.47939733028976,68.94485783659069,0,13.017503057716851,9.9801025390625,3.9460236708873806,15.620880126953125,-0.000326325391800747,0.00017872330392537043,0.7361212754835337,0.00015473111615662581,346.0036695936151,154.1936331149657,-200.64188483837327,-5168.0,-0.00037757529546213317,7.236605000638007,0
2023-06-07,1.896155295559651,83.78196384876418,73.89055984064852,0,19.960150568548556,12.583587646484375,6.812624901330909,20.39398193359375,8.200232146911476e-05,1.8266998724049768e-05,0.028389502568071483,0.00012388008155632917,55.258365286202064,354.06784746190056,-34.58425859710776,1475.0,0.00012813195762561273,7.339583257977372,0
2023-06-08,1.2154592284219465,80.21360665451138,75.99824211193614,0,17.356667838778037,7.376556396484375,5.379508517304255,24.733123779296875,8.564359523631443e-05,0.00015277774748629144,0.07718399307184354,0.000109689207267011,411.2332379085781,-48.95618915337669,-67.02562235172253,2980.0,7.620652569982416e-05,7.497195068434771,1
2023-06-09,1.7043994158856404,85.05468356724938,79.01705593037389,0,17.790540731039187,9.546142578125,5.913042828412271,26.034881591796875,3.887242430560342e-05,-0.00020881845987903773,-0.25858146206350774,-0.00019628834164156964,-550.9236545142664,-8.852974358711322,41.911060003441,-1841.0,3.8100971658240336e-05,7.550567207998728,0
2023-06-12,1.5748004094104169,83.68725360393647,80.57378848822808,0,19.526203829583608,2.169586181640625,4.596228771093342,26.468841552734375,-8.74880756318481e-06,0.0005394198255172472,-0.4380209506645641,0.0005253088094117943,1066.2587624439557,-55.60739957059107,27.71447858831264,4046.0,-6.554839190374621e-06,7.693108737513803,0
2023-06-13,2.139060747338994,88.21159403339931,83.11972366995182,0,21.261857385293638,16.922698974609375,6.101102881766054,30.8079833984375,-0.00024258238539840322,6.0161757271442814e-05,0.2114306384517996,0.00011237758017534872,150.7092929644587,-51.41512310470114,182.2193101549429,-4543.0,-0.00030742775426901165,7.85646131199285,0
2023-06-14,1.403323566837586,82.61726107863478,82.95223613951282,0,22.563614395877664,3.4713134765625,6.118051930508107,29.07232666015625,-6.563758088195665e-05,0.0005178398777671603,-0.2442266157168965,0.00047703983162655924,870.3774989528765,-283.6903103822096,215.11420482977945,3437.0,-4.403978709666944e-05,8.039141219711873,0
2023-06-15,1.2669320600602674,78.31048962540126,81.40498730147563,0,17.790536216995235,2.603485107421875,3.910052222754098,23.431427001953125,-3.2629246578111664e-05,0.00018548318053483772,0.5355045033285473,6.0662675333639206e-05,405.6352078266225,-215.66299029301013,-57.30834555704811,-4364.0,-4.2454721016301755e-05,7.898832681044439,0
2023-06-16,0.7083619134502857,67.46120316799562,76.7570592569823,0,15.620980699002757,-11.715728759765625,4.356478428312734,21.695770263671875,-0.00010144180968737949,0.0001596895259836826,-0.28670090313440766,0.0001885062013528598,474.0519314922704,65.49474374744598,20.050006503362955,4165.0,-0.00013770045265253567,7.892522116283565,0
2023-06-19,0.5324712697333654,56.5125773425345,70.00889861883303,0,18.224472384066246,-6.0748291015625,5.045380203790653,21.695770263671875,2.201992570249538e-05,0.0006163990382371933,-0.16887168203214217,0.001062721005014724,541.8603681393224,352.7195949305557,39.63044169243554,2220.0,6.520663604712489e-06,7.73169237394701,0
2023-06-20,-0.13384719588173424,38.957118111521204,59.65830511639575,0,21.695772738070104,-13.0174560546875,5.370742696230057,19.52618408203125,0.0001266072648037414,0.00019644487221304657,0.05540111199364575,0.00014092113646569057,468.625136010389,-72.67216250365658,-59.7813748337336,-7036.0,0.00034357224580327617,7.7683144407332945,0
2023-06-21,-0.26574073433855694,30.415860573247055,49.910823602012854,0,22.129685500863445,-8.678283691406307,5.802142038007854,13.885284423828182,0.00043576867908904683,0.0002446577790814273,-0.05980149573243627,0.00024644863419145664,585.6336559205263,-78.55146058971161,82.83820360376228,5533.0,0.0004372583663191262,7.709338680848755,0
2023-06-26,-0.5750049611682286,24.257338122699963,41.359661775575226,0,21.261876800858715,-10.847900390625,5.130486478394045,16.9227294921875,0.00013249467401827127,0.0007056601271963789,0.420949180483784,0.0009789799889973467,997.4915180794588,390.3042140841469,-3.95073687649446,-2923.0,7.82429210259159e-05,7.6235838906637365,0
2023-06-27,-0.5547045372198806,20.649184328068586,34.45616929307302,0,16.488806064974824,-3.471343994140682,4.356479036257125,12.149658203124943,0.00013499490785149078,0.00018759287176800668,0.13361812040532486,3.510821970772731e-05,317.9127018208821,-171.65149236319738,-86.76348506009778,-3955.0,0.0001618435149893971,7.605939985402995,0
